0,0,50
0.0054,0.1083,50
0.0205,0.3013,50
0.0444,0.478,50
0.077,0.6541,50
0.1186,0.8315,50
0.1691,1.0089,50
0.2285,1.1875,50
0.2967,1.3668,50
0.3741,1.5484,50
0.4607,1.7313,50
0.5565,1.9163,50
0.6618,2.1041,50
0.7765,2.2939,50
0.9008,2.4869,50
1.0348,2.6816,50
1.1788,2.8786,50
1.3325,3.0755,50
1.4962,3.2725,50
1.6672,3.4212,50
1.8377,3.4088,50
2.0069,3.3833,50
2.1737,3.3359,50
2.3368,3.2628,50
2.4949,3.1629,50
2.6468,3.0378,50
2.7912,2.8872,50
2.927,2.7158,50
3.0532,2.5256,50
3.1694,2.3227,50
3.2749,2.1106,50
3.3697,1.8959,50
3.4538,1.6828,50
3.5278,1.4794,50
3.5923,1.2891,50
3.6482,1.1186,50
3.6969,0.9734,50
3.7399,0.8599,50
3.7789,0.7803,50
3.8159,0.7404,50
3.853,0.7413,50
3.8923,0.7864,50
3.936,0.8736,50
3.9862,1.0053,50
4.0451,1.1764,50
4.1145,1.3879,50
4.1962,1.6341,50
4.2918,1.913,50
4.403,2.2236,50
4.5308,2.5574,50
4.676,2.9015,50
4.8383,3.2459,50
5.0177,3.5898,50
5.2142,3.9297,50
5.4273,4.2631,50
5.6611,4.6747,50
5.9312,5.4016,50
6.2163,5.7026,50
6.5131,5.9373,50
6.8217,6.1725,50
7.1421,6.4081,50
7.4744,6.6443,50
7.8184,6.8807,50
8.1743,7.1178,50
8.5298,7.1107,50
8.8732,6.8666,50
9.2046,6.6286,50
9.5242,6.3909,50
9.8318,6.1536,50
10.1276,5.9163,50
10.4116,5.679,50
10.6837,5.4418,50
10.9439,5.2044,50
11.1923,4.9672,50
11.4288,4.7298,50
11.6535,4.4924,50
11.8662,4.2548,50
12.0671,4.0172,50
12.256,3.7794,50
12.4331,3.5415,50
12.5983,3.3036,50
12.7516,3.0655,50
12.8929,2.8272,50
13.0224,2.589,50
13.1399,2.3504,50
13.2455,2.1119,50
13.3392,1.8731,50
13.4209,1.6345,50
13.4906,1.3957,50
13.5485,1.1569,50
13.5945,0.9178,50
13.6283,0.6786,50
13.6503,0.4399,50
13.6604,0.199,50